Time (s),Rotation [X axis] (degrees/s),Rotation [Y axis] (degrees/s),Rotation [Z axis] (degrees/s),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Magnetic Flux Density [X axis] (micro-Tesla),Magnetic Flux Density [Y axis] (micro-Tesla),Magnetic Flux Density [Z axis] (micro-Tesla),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),
53.013,0.00852225,-0.0330237,0.0117181,-130.354,0.732605,1.22101,-0.0161135,-0.0317388,0.972183,10.395,35.1279,66.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53.415,0.00852225,-0.0319584,0.00958753,-130.452,0.830276,1.12332,-0.0175784,-0.0336919,0.980972,13.0833,34.5902,65.8296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53.817,0.00639168,-0.0458071,0.0127834,-121.563,0.927963,1.12332,-0.0161135,-0.025391,0.978042,10.0365,36.2032,66.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54.219,0.00958753,-0.0596557,0.0149139,-117.363,0.830276,1.51404,-0.0126955,-0.028809,0.973159,11.2911,34.9487,66.1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54.621,0.00426112,-0.0298279,0.00852225,-121.368,0.927963,1.12332,-0.0161135,-0.0332036,0.970718,12.1872,34.7694,64.6202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55.023,0.0053264,-0.0181098,0.00852225,-121.368,0.927963,1.02563,-0.0234379,-0.028809,0.972183,11.8288,34.0525,64.2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55.425,0.00745696,-0.0372848,0.0106528,-130.94,0.830276,1.22101,-0.0156252,-0.0327153,0.970718,11.4703,34.411,65.3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55.827,0.0053264,-0.0319584,0.0149139,-130.647,0.927963,1.41637,-0.0131838,-0.0263676,0.972183,12.1872,34.411,65.3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56.229,0.00745696,-0.0447418,0.0138486,-116.874,0.927963,1.12332,-0.0195315,-0.0273442,0.974136,10.9327,34.2318,65.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56.631,0.00958753,-0.0596557,0.0138486,-121.368,0.927963,1.02563,-0.0156252,-0.0302739,0.972183,11.2911,35.6656,63.7563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57.033,0.00639168,-0.0276973,0.00639168,-121.27,0.537247,1.41637,-0.0156252,-0.0273442,0.974136,10.395,35.1279,63.5835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57.435,0.00745696,-0.0287626,0.0106528,-121.563,0.927963,1.12332,-0.0190433,-0.0346685,0.971695,10.9327,36.024,64.4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57.837,0.00958753,-0.0394154,0.0117181,-131.038,0.927963,1.31868,-0.0170901,-0.0258793,0.972671,10.5742,33.8733,65.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58.239,0.00958753,-0.0351543,0.0117181,-123.516,1.02563,1.22101,-0.0161135,-0.0292973,0.975601,10.0365,35.1279,63.9291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58.641,0.00745696,-0.0479376,0.0127834,-121.368,1.02563,1.02563,-0.0151369,-0.0273442,0.972671,11.4703,35.1279,64.9657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59.043,0.00745696,-0.0415459,0.0053264,-121.563,1.22101,1.22101,-0.0136721,-0.0292973,0.966812,12.9041,35.4863,64.9657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59.445,0.00639168,-0.0181098,0.0053264,-121.172,1.02563,1.22101,-0.0136721,-0.0283207,0.972671,10.7534,35.4863,65.6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59.847,0.00852225,-0.0308931,0.00745696,-116.777,0.927963,1.31868,-0.0209964,-0.0317388,0.965347,11.2911,36.024,64.4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60.249,0.0053264,-0.034089,0.0138486,-125.177,1.02563,1.31868,-0.0180667,-0.0278325,0.974136,9.31964,36.5617,64.9657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60.651,0.00745696,-0.0383501,0.0117181,-131.038,1.02563,1.41637,-0.0170901,-0.0327153,0.968277,10.395,36.9201,62.2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61.053,0.00639168,-0.0617863,0.0149139,-121.465,0.927963,1.22101,-0.0156252,-0.0273442,0.979995,10.5742,36.024,63.0651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61.455,0.00745696,-0.0436765,0.0106528,-121.368,0.927963,1.22101,-0.0190433,-0.0302739,0.972183,10.5742,36.7409,64.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61.857,0.0053264,-0.0149139,0.00852225,-117.07,0.927963,1.22101,-0.0175784,-0.0307622,0.971206,10.7534,36.5617,63.5835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62.259,0.00426112,-0.0255667,0.0127834,-121.172,0.830276,1.31868,-0.0180667,-0.0332036,0.973159,8.60275,35.8448,62.2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62.661,0.00639168,-0.0362195,0.0149139,-131.038,0.927963,1.31868,-0.0136721,-0.0283207,0.972671,10.395,36.2032,62.8924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63.063,0.00852225,-0.0351543,0.00852225,-121.661,0.927963,1.22101,-0.0190433,-0.0263676,0.976577,10.0365,35.4863,64.6202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63.465,0.0106528,-0.0575252,0.0138486,-121.368,0.927963,1.31868,-0.0166018,-0.025391,0.977554,10.0365,35.4863,64.9657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63.867,0.00745696,-0.0479376,0.0117181,-117.753,0.927963,1.12332,-0.0180667,-0.0292973,0.975113,10.9327,36.024,65.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64.269,0.00426112,-0.0202403,0.00852225,-120.977,1.12332,1.12332,-0.0214847,-0.0317388,0.971695,11.1119,35.4863,63.9291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64.671,0.00639168,-0.0234362,0.00745696,-121.27,0.830276,1.31868,-0.0170901,-0.0351568,0.966323,11.2911,36.3825,64.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65.079,0.00958753,-0.053264,0.0106528,-121.465,0.830276,1.22101,-0.0131838,-0.0297856,0.975601,10.7534,34.7694,64.6202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65.481,0.0053264,-0.0308931,0.00958753,-121.172,0.634918,1.31868,-0.018555,-0.0268559,0.975113,11.1119,35.8448,65.6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65.883,0.0053264,-0.0170445,0.00958753,-118.828,0.927963,1.12332,-0.0180667,-0.0268559,0.97023,11.2911,36.7409,65.4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66.285,0.0053264,-0.0287626,0.00852225,-130.452,1.02563,1.22101,-0.0180667,-0.0297856,0.977554,10.9327,35.6656,64.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66.687,0.00852225,-0.0372848,0.00958753,-130.94,0.927963,1.31868,-0.0190433,-0.0278325,0.972671,11.1119,34.0525,65.6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67.089,0.00958753,-0.0372848,0.0106528,-121.465,0.830276,1.12332,-0.0151369,-0.0312505,0.97023,10.5742,34.9487,64.1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67.491,0.00852225,-0.0585904,0.0159792,-121.563,0.732605,1.12332,-0.0156252,-0.0258793,0.972671,10.5742,34.5902,66.1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67.893,0.00852225,-0.0468723,0.0149139,-117.46,1.12332,1.22101,-0.0166018,-0.0268559,0.972671,13.2626,34.0525,63.5835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68.295,0.00639168,-0.0223709,0.0106528,-121.27,0.927963,1.22101,-0.0190433,-0.0336919,0.972183,12.1872,36.2032,64.9657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68.697,0.00639168,-0.0394154,0.0117181,-121.465,1.12332,1.31868,-0.0229496,-0.0307622,0.968277,10.5742,35.3071,64.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69.099,0.0053264,-0.0330237,0.00852225,-130.549,0.927963,1.12332,-0.0170901,-0.0278325,0.965835,12.008,34.5902,64.4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69.501,0.00958753,-0.0330237,0.0106528,-117.265,1.02563,1.02563,-0.0166018,-0.0322271,0.980972,10.9327,36.3825,64.4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69.903,0.00958753,-0.0543293,0.0149139,-116.581,0.927963,1.41637,-0.0195315,-0.0244144,0.967788,11.4703,34.7694,63.9291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70.305,0.00213056,-0.0500682,0.0127834,-121.368,0.732605,1.22101,-0.0131838,-0.0273442,0.976089,10.9327,34.5902,63.7563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70.707,0.00426112,-0.0170445,0.0053264,-121.172,1.02563,1.02563,-0.0209964,-0.0317388,0.968765,9.85731,36.024,64.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71.109,0.0106528,-0.0383501,0.0127834,-121.27,0.927963,1.22101,-0.018555,-0.0336919,0.968765,11.2911,34.5902,65.8296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71.511,0.0053264,-0.0330237,0.00745696,-124.786,0.830276,1.22101,-0.0180667,-0.028809,0.965835,10.2158,35.3071,63.7563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71.913,0.00745696,-0.0330237,0.0106528,-121.563,0.927963,1.12332,-0.0117189,-0.0258793,0.977066,10.5742,34.5902,65.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72.315,0.00745696,-0.0521988,0.0138486,-121.074,0.927963,1.31868,-0.0151369,-0.0229496,0.968277,12.008,35.3071,65.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72.717,0.0053264,-0.034089,0.0117181,-121.172,0.927963,1.02563,-0.0166018,-0.0249027,0.973159,13.621,33.3356,63.5835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73.119,0.00745696,-0.0181098,0.00852225,-121.465,0.927963,1.12332,-0.018555,-0.0356451,0.969741,9.85731,34.2318,63.0651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
